name,key_city,city,url,rating,description,nb_visit
Best Western Plus Hotel de Dieppe 1880,rouen,Rouen,https://www.booking.com/hotel/fr/bestwesternhoteldedieppe.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,6","0,9 km du centreNiveau 1 Voyage DurableLe Best Western Plus Hotel de Dieppe 1880 est célèbre en Normandie pour sa spécialité appelée « Caneton à la Presse »",934
lylylodge,rouen,"Centre-ville de Rouen, Rouen",https://www.booking.com/hotel/fr/lylylodge.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from=searchresults#hotelTmpl,"8,7","0,5 km du centreSitué dans le centre de Rouen, à moins de 700 mètres de la gare Rive Droite et à 600 mètres de la cathédrale Notre-Dame, le lylylodge propose des hébergements avec une connexion Wi-Fi gratuite et un...8,7Superbe 74 expériences vécuesSituation géographique 9,6Voir les tarifs",74
Hotel cardinal,rouen,"Centre-ville de Rouen, Rouen",https://www.booking.com/hotel/fr/cardinal-rouen.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from=searchresults#hotelTmpl,"8,5","50 m du centreSitué dans le centre-ville de Rouen, l'Hotel cardinal propose des chambres 3 étoiles avec connexion Wi-Fi gratuite",133
Hôtel Paulette Rouen centre NO,rouen,"Centre-ville de Rouen, Rouen",https://www.booking.com/hotel/fr/hotel-de-paris-rouen.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,5","250 m du centreNiveau 1 Voyage Durable L’Hôtel Paulette Rouen centre NOUVEAU vous accueille dans le centre de Rouen, à seulement 200 mètres de la rue du Gros-Horloge, à 300 mètres de la cathédrale Notre-Dame et à 4 km de la salle...8,5Très bien 519 expériences vécuesSituation géographique 9,4Voir les tarifs",519
KYRIAD RO,rouen,Rouen,https://www.booking.com/hotel/fr/kyriad-rouen-sud.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,3","2,3 km du centreNiveau 1 Voyage DurableSitué à Rouen, à 1,6 km de la gare de l'Hôtel de ville de Soteville, le KYRIAD ROUEN SUD - Sotteville les Rouen propose des hébergements avec connexion Wi-Fi et parking privé gratuits",1 180
Ibis Styles Rouen Centre Rive Gauche,rouen,Rouen,https://www.booking.com/hotel/fr/ibis-styles-rouen-centre-rive-gauche.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,4","2,5 km du centreNiveau 1 Voyage DurableSitué à Rouen, à 1,9 km de la gare de Voltaire, l'ibis Styles Rouen Centre Rive Gauche propose un hébergement avec une terrasse, un parking privé et un bar",991
"Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel",rouen,Rouen,https://www.booking.com/hotel/fr/holiday-inn-express-rouen-centre-rive-gauche.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,3","1,9 km du centreNiveau 1 Voyage DurableSitué à Rouen, à 1,7 km de l’arrêt de tramway/station de métro Voltaire, le Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel possède un bar",2 836
Mercure Rouen Centre Cathédrale,rouen,"Centre-ville de Rouen, Rouen",https://www.booking.com/hotel/fr/mercure-rouen-centre.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,2","100 m du centreNiveau 1 Voyage DurableLe Mercure Rouen Centre Cathédrale propose des chambres climatisées dotées d'une télévision par satellite, d'une connexion Wi-Fi gratuite et d'une salle de bains privative dans le centre de Rouen, à...8,2Très bien 2 519 expériences vécuesSituation géographique 9,5Voir les tarifs",2 519
ibis budget Rouen Centre Rive Gauche,rouen,Rouen,https://www.booking.com/hotel/fr/ibis-budget-rouen-centre-rive-gauche.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,3","2,5 km du centreNiveau 1 Voyage DurableL'Hotel ibis budget Rouen Centre Rive Gauche Gauche se situe à Rouen, à 2,4 km du Kindarena, le palais des sports de la ville",2 974
Ibis Rouen Centre Rive Gauche Mermoz,rouen,Rouen,https://www.booking.com/hotel/fr/campanile-rouen-mermoz.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,0","1,7 km du centreNiveau 1 Voyage DurableSitué à Rouen, à 2,4 km du palais des sports Kindarena, l'Ibis Rouen Centre Rive Gauche Mermoz vous propose un hébergement avec un restaurant, un parking privé, un bar et un salon commun",2 276
Hotel De Quebec,rouen,"Centre-ville de Rouen, Rouen",https://www.booking.com/hotel/fr/alive-hotel-de-quebec.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from=searchresults#hotelTmpl,"8,2",400 m du centreL'Alive Hôtel de Québec vous accueille dans un quartier paisible au cœur de Rouen,2 190
Hotel Dandy Rouen centre,rouen,"Centre-ville de Rouen, Rouen",https://www.booking.com/hotel/fr/dandy.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from=searchresults#hotelTmpl,"8,0","0,7 km du centreCet hôtel est situé dans le centre de Rouen, à 100 mètres de la place du Vieux-Marché et de l’église Sainte-Jeanne-d’Arc",911
Le Vieux Carré,rouen,"Centre-ville de Rouen, Rouen",https://www.booking.com/hotel/fr/le-vieux-carre.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from=searchresults#hotelTmpl,"8,1","300 m du centreL'hôtel Le Vieux Carré est situé dans le centre de Rouen, dans une zone piétonne, à seulement 850 mètres de la gare de Rouen-Rive-Droite",1 296
Hôtel Céline - Hôtel de la Gare,rouen,Rouen,https://www.booking.com/hotel/fr/hotel-celine.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,0","1 km du centreNiveau 1 Voyage DurableL'Hôtel Céline - Hôtel de la Gare se trouve dans une rue calme du centre-ville de Rouen, à 5 minutes à pied de la gare de Rouen-Rive-Droite",438
Résidence DOMITYS - L'Athénée,rouen,Mont-Saint-Aignan,https://www.booking.com/hotel/fr/domitys-l-39-athenee.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from=searchresults#hotelTmpl,"8,7","3,4 km de : RouenSituée à 3,8 km de la gare de Rouen Rive Droite, la Résidence DOMITYS - L'Athénée propose des hébergements, un restaurant, un jardin, un salon commun et une terrasse",237
Best Western Plus Le Conquerant Rouen Nord,rouen,Bois-Guillaume,https://www.booking.com/hotel/fr/best-western-plus-le-conquerant-bois-guillaume1.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,8","3,7 km de : RouenNiveau 1 Voyage DurableSitué à Bois-Guillaume, le Best Western Plus Le Conquerant Rouen Nord dispose d'un bar, d'un salon commun, d'un espace de coworking, de salles de séminaires, de bureaux privés ainsi que d'une salle de...8,8Superbe 1 269 expériences vécuesVoir les tarifs",1 269
ACE Hôtel Rouen Parc des Expositions,rouen,Le Petit-Couronne,https://www.booking.com/hotel/fr/ace-rouen.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from=searchresults#hotelTmpl,"8,7","6,2 km de : RouenSitué au Petit-Couronne, à moins de 1 km du parc des expositions de Rouen, l'ACE Hôtel Rouen Parc des Expositions propose un jardin, un parking privé gratuit et une terrasse",1 688
Clos De La Vaupalière - Rouen,rouen,La Vaupalière,https://www.booking.com/hotel/fr/le-clos-de-la-vaupalia-re.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,2","7,3 km de : RouenNiveau 2 Voyage DurableInstallé à seulement 4 km du centre-ville de Rouen, l'établissement Le Clos de la Vaupalière dispose d'un jardin avec terrasse et d'un étang d'agrément",237
ibis budget Rouen Nord Isneauville,rouen,Isneauville,https://www.booking.com/hotel/fr/ibis-budget-rouen-nord-isneauville.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,1","6,7 km de : RouenNiveau 1 Voyage DurableSitué à 10 minutes de route du centre historique de Rouen et à 200 mètres de l'autoroute A28, l'ibis budget Rouen Nord Isneauville possède un jardin et une connexion Wi-Fi gratuite",1 793
"La Berteliere, The Originals Relais (Qualys-Hotel)",rouen,Saint-Martin-du-Vivier,https://www.booking.com/hotel/fr/berteliere.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=7ddc6a7a7043022a&srepoch=1688224118&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,2","5,1 km de : RouenNiveau 1 Voyage DurableL’établissement La Berteliere, The Originals Relais (Qualys-Hotel) est situé dans un jardin paisible, à seulement 5 minutes du centre-ville de Rouen",960
Hôtel des Arts Montmartre,paris,"18e arr., Paris",https://www.booking.com/hotel/fr/hoteldesarts.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=27d06a7b508b0101&srepoch=1688224120&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,6","3,5 km du centreProche du métroÉtablissement Voyage DurableL'Hôtel des Arts Montmartre est situé dans le centre de Paris, dans le quartier Montmartre, à 9 minutes à pied de la basilique du Sacré-Cœur",2 787
Four Seasons Hotel George V Paris,paris,"8e arr., Paris",https://www.booking.com/hotel/fr/four-seasons-george-v-paris.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=27d06a7b508b0101&srepoch=1688224120&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,4","3,9 km du centreProche du métroÉtablissement Voyage DurableLe Four Seasons Hotel George V Paris est installé à quelques pas des Champs-Élysées, sur l'avenue Georges V",330
Bulgari Hotel Paris,paris,"8e arr., Paris",https://www.booking.com/hotel/fr/bvlgari-paris.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=27d06a7b508b0101&srepoch=1688224120&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,7","3,9 km du centreProche du métroÉtablissement Voyage DurableSitué sur l'avenue George V, le Bulgari Hotel Paris est le dernier joyau du Triangle d'Or de la Ville Lumière",136
Hôtel D'Aubusson,paris,"6e arr., Paris",https://www.booking.com/hotel/fr/d-aubusson.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=27d06a7b508b0101&srepoch=1688224120&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,2","0,9 km du centreProche du métroÉtablissement Voyage DurableL'Hôtel D'Aubusson occupe un hôtel particulier du XVIIe siècle au cœur du Quartier latin, à seulement 350 mètres de la station de métro Odéon",824
Le Meurice – Dorchester Collection,paris,"1er arr., Paris",https://www.booking.com/hotel/fr/le-meurice-paris.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=27d06a7b508b0101&srepoch=1688224120&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,3",2 km du centreProche du métroÉtablissement Voyage DurableL'hôtel Le Meurice est un palace situé dans le centre-ville de Paris,331
La Demeure Montaigne,paris,"8e arr., Paris",https://www.booking.com/hotel/fr/la-demeure-montaigne.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=27d06a7b508b0101&srepoch=1688224120&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,1","3,7 km du centreProche du métroÉtablissement Voyage DurableIdéalement situé dans le centre de Paris, l'établissement La Demeure Montaigne propose des chambres climatisées, une salle de sport, une connexion Wi-Fi gratuite et un salon commun",1 119
Cheval Blanc Paris & Dior Spa Cheval Blanc Paris,paris,"1er arr., Paris",https://www.booking.com/hotel/fr/cheval-blanc-paris.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=27d06a7b508b0101&srepoch=1688224120&from=searchresults#hotelTmpl,"9,5","0,7 km du centreProche du métroDoté d’un bar, le Cheval Blanc Paris & Dior Spa Cheval Blanc Paris vous accueille à Paris, en Île-de-France, à 400 mètres du musée du Louvre et de la Sainte-Chapelle",185
Fauchon l'Hôtel Paris,paris,"8e arr., Paris",https://www.booking.com/hotel/fr/fauchon-l-39.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=27d06a7b508b0101&srepoch=1688224120&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,3","2,6 km du centreProche du métroÉtablissement Voyage DurableLe Fauchon l'Hotel est situé à Paris, à 2 minutes à pied de la station de métro Madeleine et à 8 minutes de marche de la place de la Concorde, ainsi qu'à proximité d'attractions telles que la salle de...9,3Fabuleux  809 expériences vécuesSituation géographique 9,7Voir les tarifs",809
Paris j'Adore Hotel & Spa,paris,"17e arr., Paris",https://www.booking.com/hotel/fr/paris-j-39-adore-amp-spa.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=27d06a7b508b0101&srepoch=1688224120&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,1","3,7 km du centreProche du métroÉtablissement Voyage DurableSitué à Paris, le Paris j'Adore Hotel & Spa vous accueille dans un établissement 5 étoiles avec un restaurant et un bar",753
